ISSN,titulo, poblacion,comunidad_autonoma,comprende,año_inicio,año_final
2445-4184,El Día de Segovia,Segovia,Castilla y León,2016-,2016,2023
2485-3437,La Escuela segoviana,Segovia,Castilla y León,Del 4/1/1934 al 16/7/1936,1934,1936
2172-699X,Escuelas de España,Segovia,Castilla y León,Del 01/1929 al 07/1936,1929,1936
1136-0208,ABC (Sevilla. Ed. impresa),Sevilla,Andalucía,2002-,2002,2023
1576-1940,ABC deportes,Sevilla,Andalucía,Del 2/1/2002 al 26/3/2007,2002,2007
2171-0333,El Águila (Sevilla),Sevilla,Andalucía,Del 08/02/1858 al 15/05/1858,1858,1858
2605-5473,El Amante de la Relygyón,Sevilla,Andalucía,1820. Del n. 1 al n. 2,1820,1820
2171-5173,Andalucía (Sevilla),Sevilla,Andalucía,Del 01/06/1916 al 01/12/1917. Del n. 1 al n. 19,1916,1917
2486-8078,Atalaya de La Mancha en Madrid (Reimp. en Sevilla),Sevilla,Andalucía,Del 12/5/1814 al 1/6/1814,1814,1814
2486-5443,Avante (Sevilla),Sevilla,Andalucía,Del 9/4/1920 al 17/4/1920. Del n. 1 al n. 2,1920,1920
2171-5114,Bética (Sevilla),Sevilla,Andalucía,Del 20/11/1913 al 15/09/1916,1913,1916
2171-3804,Boletín del Grande Oriente Español,Sevilla,Andalucía,Del 10/11/1930 al 12/1933,1930,1933
2695-5954,Cátedra (Sevilla),Sevilla,Andalucía,De 1946 al 2/1947,1946,1947
1576-9038,El Censor general (Sevilla),Sevilla,Andalucía,Del 09/11/1812 al 24/11/1812,1812,1812
1577-0826,El Ciudadano despreocupado,Sevilla,Andalucía,Del 1820 al 1823. Del n. 1 al n. 10,1820,1823
2174-7156,Copia literal de las noticias más interesantes que se contienen en los impresos recibidos en el correo de ...,Sevilla,Andalucía,Del 16/03/1815 al 26/04/1820,1815,1820
2174-7164,El Corrector de disparates,Sevilla,Andalucía,1820. Del n. 1 al n. 4,1820,1820
1576-4648,El Correo de Andalucía,Sevilla,Andalucía,De 1999 a 2009,1999,2009
2171-3944,Correo de Sevilla,Sevilla,Andalucía,Del 01/10/1803 al 30/04/1815,1803,1815
2174-7318,Correo general de Sevilla,Sevilla,Andalucía,Del 22/03/1820 al 23/09/1820,1820,1820
1576-9046,Correo político y mercantil de Sevilla,Sevilla,Andalucía,Del 01/02/1814 al 23/05/1814,1814,1814
2660-2318,El Defensor (Sevilla),Sevilla,Andalucía,31/10/1910,1910,1910
1696-666X,Diario crítico de Sevilla,Sevilla,Andalucía,Del 08/09/1813 al 09/09/1813,1813,1813
1576-8759,Diario crítico general de Sevilla,Sevilla,Andalucía,Del 05/01/1814 al 30/03/1815,1814,1815
1578-8547,Diario de Andalucía,Sevilla,Andalucía,Del 2/1/1999 al 15/6/2000,1999,2000
2254-5077,Diario de Juan Verdades,Sevilla,Andalucía,Del 10/01/1813 al 03/04/1814,1813,1814
2255-5110,Diario de Sevilla (Sevilla. 1809),Sevilla,Andalucía,31/12/1809. N. 83,1809,1809
1575-507X,Diario de Sevilla (Sevilla. 1813),Sevilla,Andalucía,Del 13/09/1813 al 29/12/1813. Del n. 44 al n. 149,1813,1813
2174-9620,Diario de Sevilla (Sevilla. 1826),Sevilla,Andalucía,Del 13/04/1829 al 18/09/1829,1829,1829
2171-4568,Diario de Sevilla (Sevilla. 1999),Sevilla,Andalucía,De 2002 a 2009. 2015-,2002,2009
2171-4568,Diario de Sevilla (Sevilla. 1999),Sevilla,Andalucía,De 2002 a 2009. 2015-,2015,2023
2171-150X,Diario de la ciudad de Sevilla,Sevilla,Andalucía,02/01/1824,1824,1824
1576-9747,Diario del Gobierno de Sevilla,Sevilla,Andalucía,Del 21/09/1812 al 06/08/1813,1812,1813
2254-528X,Diario económico de la ciudad y provincia de Sevilla,Sevilla,Andalucía,Del 10/04/1821 al 11/12/1822,1821,1822
1576-9577,Diario histórico y político de Sevilla,Sevilla,Andalucía,Del 25/2/1793 al 13/4/1793,1793,1793
2171-1496,Diario noticioso de la ciudad de Sevilla,Sevilla,Andalucía,Del 14/05/1822 al 02/01/1824,1822,1824
1576-9097,Diario patriótico de Sevilla,Sevilla,Andalucía,Del 22/10/1813 al 15/02/1815,1813,1815
2254-5328,Diario redactor de Sevilla,Sevilla,Andalucía,Del 30/09/1812 al 27/10/1812,1812,1812
1575-5061,El Directorio eclesiástico y político de Sevilla,Sevilla,Andalucía,Del 03/07/1814 al 31/08/1814,1814,1814
2171-6706,El Espiritismo (Sevilla),Sevilla,Andalucía,Del 01/01/1872 al 15/12/1877,1872,1877
2486-4293,Espíritu del siglo XIX contra las tinieblas y fanatismo del siglo XV,Sevilla,Andalucía,01/09/1821,1821,1821
2488-0833,Extraordinario de Madrid en Sevilla de este correo,Sevilla,Andalucía,De 1813 a 1823,1813,1823
2254-5670,El Fanal (Sevilla),Sevilla,Andalucía,Del 19/11/1812 al 30/11/1812,1812,1812
1886-6573,La Floresta andaluza,Sevilla,Andalucía,Del 1/4/1843 al 31/7/1844,1843,1844
2254-4518,Gaceta española,Sevilla,Andalucía,Del 11/04/1823 al 04/10/1823,1823,1823
2387-1105,Gaceta patriótica del ejército nacional (Reimp. en Sevilla),Sevilla,Andalucía,21/03/1820,1820,1820
1577-0222,Gazeta de Bollullos,Sevilla,Andalucía,10/10/1812,1812,1812
1576-818X,Gazeta de Sevilla,Sevilla,Andalucía,Del 31/12/1811 al 30/03/1814,1811,1814
0212-1247,Gazeta del Gobierno (Sevilla),Sevilla,Andalucía,Del 06/01/1809 al 08/08/1809,1809,1809
1576-9143,Gazeta diaria de Londres en Sevilla,Sevilla,Andalucía,Del 20/09/1813 al 01/10/1813,1813,1813
2254-4836,Gazeta general,Sevilla,Andalucía,1683,1683,1683
0212-1239,Gazeta ministerial de Sevilla,Sevilla,Andalucía,Del 16/07/1808 al 23/07/1808. Del n. 14 al n. 16,1808,1808
1699-3896,Grecia (Sevilla),Sevilla,Andalucía,Del 12/10/1918 al 01/11/1920,1918,1920
2253-9441,Guadalquivir (Sevilla),Sevilla,Andalucía,Del 1/1933 al 9/1933,1933,1933
1886-211X,Guía de Sevilla su provincia,Sevilla,Andalucía,Del 1865 al 1896,1865,1896
2605-2377,Guía de hoteles de España (Sevilla),Sevilla,Andalucía,1917,1917,1917
2605-4604,Guía del viagero en Sevilla,Sevilla,Andalucía,1872,1872,1872
1576-9224,Los Ingleses en España,Sevilla,Andalucía,1813. Del n. 1 al n. 18,1813,1813
2174-9876,Letras (Sevilla),Sevilla,Andalucía,Del n. 1 (30/9/1935) al n. 5 (4/4/1936),1935,1936
2660-1990,La Lucha (Sevilla),Sevilla,Andalucía,11/11/1906,1906,1906
1695-5390,Mediodía (Sevilla),Sevilla,Andalucía,Del 07/1926 al 02/1929. Del n. 2 al n. 14,1926,1929
1889-8882,El Mensagero de Sevilla,Sevilla,Andalucía,Del 09/02/1821 al 11/12/1822,1821,1822
2486-7993,Mercurio gaditano (Reimp. en Sevilla),Sevilla,Andalucía,20/05/1814,1814,1814
1575-0086,El Mundo Andalucía,Sevilla,Andalucía,17/12/2016-,2016,2023
2171-1488,El Noticioso sevillano,Sevilla,Andalucía,1822. Del n. 1 al n. 7,1822,1822
2660-1842,Nueva Écija,Sevilla,Andalucía,30/11/1911,1911,1911
2660-1583,Nueva era (Marchena),Sevilla,Andalucía,23/4/1911,1911,1911
2660-9800,Nuevas ordinarias de los sucessos del Norte (Sevilla),Sevilla,Andalucía,11/01/1864-18/01/1864. N. 11/12,1864,1864
1576-9755,El Nuevo Don Quixote de Sevilla,Sevilla,Andalucía,1812. Del n. 1 al n. 2,1812,1812
1698-5044,El País (Ed. Andalucía),Sevilla,Andalucía,2014-,2014,2023
2660-1591,El Paleto (Osuna),Sevilla,Andalucía,7/9/1911,1911,1911
1576-9569,Papel semanario de Sevilla,Sevilla,Andalucía,Del 13/11/1787 al 27/11/1787. Del n. 41 al n. 43,1787,1787
2171-3936,Pararayo sevillano contra tormentas políticas y morales,Sevilla,Andalucía,Del 27/04/1822 al 15/06/1822,1822,1822
2171-0945,Periódico de las noticias extrangeras,Sevilla,Andalucía,Del 20/03/1810 al 23/03/1810,1810,1810
1575-9938,Píldora,Sevilla,Andalucía,Del 04/09/1812 al 30/09/1813,1812,1813
2172-1122,El Práctico de Sevilla,Sevilla,Andalucía,De 1873 a 1876,1873,1876
1885-2289,La Razón (Ed. Sevilla),Sevilla,Andalucía,2014-2016,2014,2016
2660-1508,La Razón (Osuna),Sevilla,Andalucía,16/9/1911,1911,1911
2660-1311,Rebelión (Sevilla),Sevilla,Andalucía,25/2/1910,1910,1910
2171-102X,El Recopilador diario sevillano,Sevilla,Andalucía,02/09/1823,1823,1823
2171-1038,Redactor sevillano,Sevilla,Andalucía,Del 04/05/1820 al 08/05/1820,1820,1820
2660-1788,Revista del distrito,Sevilla,Andalucía,25/8/1911,1911,1911
2172-1114,La Semana gráfica (Sevilla),Sevilla,Andalucía,Del n. 1 (13/4/1921) al n. 129 (6/10/1923),1921,1923
2444-1392,Sevilla información,Sevilla,Andalucía,Del 2/1/1999 al 19/7/2000,1999,2000
2172-1076,Sport sevillano,Sevilla,Andalucía,Del n. 1 (15/1/1913) al n. 24 (30/12/1913),1913,1913
2486-8019,Suplemento al ... número del periódico La Aurora de España (Reimp. en Sevilla),Sevilla,Andalucía,01/01/1820,1820,1820
2486-4846,Telégrafo portugués,Sevilla,Andalucía,Del 01/02/1813 al 13/02/1813,1813,1813
2171-0694,Tertulia de la aldea,Sevilla,Andalucía,1814. Del n. 1 al n. 3,1814,1814
2171-1089,Tertulia del Malecón o El Anti-Tremenda,Sevilla,Andalucía,1820. N. 1,1820,1820
1576-9623,La Tía Norica,Sevilla,Andalucía,Del 1814 al 1815. Del n. 1 al n. 38,1814,1815
2171-1178,El Tío Tremenda o La Tertulia del barbero,Sevilla,Andalucía,1820. N. 2,1820,1820
1576-9615,El Tío Tremenda o Los Críticos del Malecón,Sevilla,Andalucía,De 1812 a 1823,1812,1823
2341-4758,La Unión (Sevilla. 1918),Sevilla,Andalucía,Del 18/7/1936 al 31/12/1936,1936,1936
2254-4534,La Verdad (Sevilla),Sevilla,Andalucía,1820. Del n. 1 al n. 3,1820,1820
2174-9345,Zanoní (Sevilla),Sevilla,Andalucía,Del 01/1923 al 12/1923. Del n. 13 al n. 23,1923,1923
1886-7057,El Búho (Soria),Soria,Castilla y León,Del 30/7/1992 al 8/6/1995,1992,1995
2445-0278,El Día de Soria,Soria,Castilla y León,2016-,2016,2023
1886-7014,Diario de Soria,Soria,Castilla y León,Del 29/4/1989 al 27/2/2006,1989,2006
2487-3691,Duero (Soria),Soria,Castilla y León,Del 2/1/1943 al 20/10/1945,1943,1945
2486-8051,Gaceta extraordinaria de la provincia de Soria,Soria,Castilla y León,28/12/1812,1812,1812
2386-4680,Heraldo de Soria,Soria,Castilla y León,De 1999 a 2009 y del 28/1/2015 al 20/9/2017,1999,2009
2386-4680,Heraldo de Soria,Soria,Castilla y León,De 1999 a 2009 y del 28/1/2015 al 20/9/2017,2015,2017
1886-7065,Hogar y pueblo,Soria,Castilla y León,Del 5/12/1913 al 31/5/1964,1913,1964
1886-7006,El Mundo Diario de Soria,Soria,Castilla y León,De 2006 a 2009 y del 17/12/2016 al 20/9/2017,2006,2009
1886-7006,El Mundo Diario de Soria,Soria,Castilla y León,De 2006 a 2009 y del 17/12/2016 al 20/9/2017,2016,2017
2531-0941,El Mundo heraldo diario de Soria,Soria,Castilla y León,21/9/2017-,2017,2023
2171-0929,El Patriota de Soria,Soria,Castilla y León,Del 22/07/1813 al 01/11/1813,1813,1813
1886-7022,Soria hogar y pueblo,Soria,Castilla y León,Del 3/6/1964 al 28/4/1989,1964,1989
2660-2423,La Verdad (Soria),Soria,Castilla y León,4/4/1911,1911,1911
9941-3582,Boletín mensual de la Sociedad de las Naciones,Ginebra,Suiza,Del 01/01/1922 al 01/12/1939,1922,1939
2173-9595,Anuario de primera enseñanza (Tarragona),Tarragona,Cataluña,Del 25/12/1863 al 25/1/1865. Del n. 1 al n. 14,1863,1865
2660-2393,El Consecuente (Reus),Reus,Cataluña,13/5/1911,1911,1911
2386-2289,Diari de Tarragona (1986),Tarragona,Cataluña,1999-2007 2021-,1999,2007
2386-2289,Diari de Tarragona (1986),Tarragona,Cataluña,1999-2007 2021-,2021,2023
2254-5255,Diario de Tarragona,Tarragona,Cataluña,Del 08/12/1808 al 14/10/1809,1808,1809
2486-4285,Diario del imperio francés (Reimp. en Reus),Reus,Cataluña,31/10/1813,1813,1813
2253-6116,Gazeta militar y política del Principado de Cataluña,Tarragona,Cataluña,Del 15/01/1811 al 02/02/1811,1811,1811
2660-2059,La Lucha (Reus),Reus,Cataluña,26/8/1911,1911,1911
2660-230X,La Voz del Pueblo (Tarragona),Tarragona,Cataluña,19/8/1911; 21/1/1912 ,1911,1912
2171-9632,25 División,Teruel,Aragón,n. 2 (1/1938),1938,1938
2173-4437,Arte y letras (Teruel),Teruel,Aragón,Del 4/1933 al 11/1933. Del n. 4 al n. 11,1933,1933
2444-1759,Diario de Teruel,Teruel,Aragón,Del 2/1/1999 al 31/12/2009,1999,2009
2171-9640,Línea de fuego,Teruel,Aragón,n. 65 (7 dic. 1936),1936,1936
2387-1679,El Mañana (Teruel),Teruel,Aragón,Del 30/12/1928 al 15/4/1931,1928,1931
2444-0639,El Día de Toledo,Toledo,Castilla-La Mancha,De 1999 a 2009,1999,2009
2660-0927,El Domingo (Santa Olalla),Santa Olalla,Castilla-La Mancha,13/8/1911,1911,1911
2660-1427,El Eco del pueblo (Talavera de la Reina),Talavera de la Reina,Castilla-La Mancha,10/12/1911,1911,1911
2695-6012,Memoria / Sociedad protectora (Mora),Mora,Castilla-La Mancha,1916,1916,1916
2660-1672,Las Noticias (Santa Olalla),Santa Olalla,Castilla-La Mancha,24/9/1911,1911,1911
2253-7449,Nueva era (Toledo),Toledo,Castilla-La Mancha,Del n. 3 (16/9/1935) al n. 12 (14/2/1936),1935,1936
2660-2032,El Porvenir (Toledo),Toledo,Castilla-La Mancha,6/3/1907,1907,1907
2478-317X,Revista de veterinaria militar (Toledo),Toledo,Castilla-La Mancha,Del 31/10/1915 al 9/1920,1915,1920
2174-6370,El Tajo (Toledo. 1866),Toledo,Castilla-La Mancha,Del 10/02/1866 al 28/12/1867,1866,1867
2253-6086,Tierra Santa y Roma,Toledo,Castilla-La Mancha,Del 09/1934 al 05/1935. Del n. 12 al n. 20,1934,1935
2386-2092,La Tribuna de Talavera,Toledo,Castilla-La Mancha,1/9/2020-,2020,2023
1138-6797,La Tribuna de Toledo,Toledo,Castilla-La Mancha,De 1999 a 2009. 2014-,1999,2009
1138-6797,La Tribuna de Toledo,Toledo,Castilla-La Mancha,De 1999 a 2009. 2014-,2014,2023
2660-1532,La Voz del pueblo (Talavera de la Reina),Talavera de la Reina,Castilla-La Mancha,2/6/1910,1910,1910
1688-9460,Caras y caretas (Montevideo. 1890),Montevideo,Uruguay,Del 20/07/1890 al 28/02/1892. Del n. 1 al n. 85,1890,1892
2697-2832,Laurac-Bat (Montevideo),Montevideo,Uruguay,Del 1/4/1878 al 16/4/1884,1878,1884
0797-9622,La Pluma (Montevideo),Montevideo,Uruguay,Del 01/08/1927 al 01/03/1931,1927,1931
0255-8688,Removedor (Montevideo),Montevideo,Uruguay,Del 1/1945 al 5/1950. Del n. 1 al n. 26,1945,1950
1886-130X,La Abeja del Turia,Valencia,Comunidad Valenciana,Del 01/04/1820 al 29/12/1820,1820,1820
2171-7397,Adelante (Valencia),Valencia,Comunidad Valenciana,Del n. 78 (1937) al n. 232 (1937),1937,1937
2173-4410,Anuario Batllés. Región Valenciana,Valencia,Comunidad Valenciana,1914,1914,1914
2444-6041,Archivo de matemáticas puras y aplicadas,Valencia,Comunidad Valenciana,Del n. 1 (1/1896) al n. 12 (12/1896),1896,1896
2603-641X,Armas y letras (Valencia),Valencia,Comunidad Valenciana,Del 10/1937 al 12/1937,1937,1937
2171-0651,Boletín musical dedicado a las bandas de música,Valencia,Comunidad Valenciana,Del 12/1927 al 01/1930. Del n. 1 al n. 20,1927,1930
2444-619X,Boletín numismático (Valencia),Valencia,Comunidad Valenciana,Del n. 1 (3/1873) al n. 9/10 (12/1873),1873,1873
2171-2727,El Ciudadano español (Valencia),Valencia,Comunidad Valenciana,1822. Del n. 1 al n. 2,1822,1822
2171-634X,El Clarín (Valencia),Valencia,Comunidad Valenciana,Del 13/01/1923 al 28/08/1936,1923,1936
2341-3786,El Constitucional (Valencia),Valencia,Comunidad Valenciana,Del 21/8/1836 al 31/8/1836,1836,1836
2173-657X,Contemporánea (Valencia),Valencia,Comunidad Valenciana,Del 1/1933 al 5/1936. Del n. 1 al n. 39,1933,1936
2255-1190,Continuacion de la Noticia histórica de la Real Academia de las Nobles Artes ... de San Carlos y relación de los premios ...,Valencia,Comunidad Valenciana,Del 1776 al 1783,1776,1783
2255-1204,Continuación de las actas de la Real Academia de las Nobles Artes ... de San Carlos y relación de los premios ...,Valencia,Comunidad Valenciana,Del 1786 al 1804,1786,1804
2660-2067,El Correo (Valencia. Ed. de la noche),Valencia,Comunidad Valenciana,25/10/1910,1910,1910
2254-514X,Correo de Valencia (Valencia. 1797),Valencia,Comunidad Valenciana,12/06/1797,1797,1797
2254-464X,Correo de Valencia (Valencia. 1810),Valencia,Comunidad Valenciana,28/03/1811,1811,1811
2254-500X,El Diablo predicador,Valencia,Comunidad Valenciana,Del 01/12/1820 al 25/01/1821. Del n. 1 al n. 25,1820,1821
2254-5263,Diario de Valencia (Valencia. 1790),Valencia,Comunidad Valenciana,Del 20/01/1795 al 29/01/1833,1795,1833
2444-1139,Diario de Valencia (Valencia. 1980),Valencia,Comunidad Valenciana,De 2002 a 2007,2002,2007
2254-531X,Diario provincial de Valencia,Valencia,Comunidad Valenciana,04/05/1814,1814,1814
2172-6922,Electricidad y mecánica,Valencia,Comunidad Valenciana,Del 10/1905 al 12/1920,1905,1920
2660-213X,Escuela moderna (Valencia),Valencia,Comunidad Valenciana,7/5/1910,1910,1910
2172-6221,El Fénix (Valencia),Valencia,Comunidad Valenciana,Del n. 1 (5/10/1845) al n. 152 (27/8/1848),1845,1848
2254-5697,El Fernandino (Valencia),Valencia,Comunidad Valenciana,Del 16/04/1814 al 05/05/1814,1814,1814
2173-559X,Fiat lux (Valencia),Valencia,Comunidad Valenciana,01/05/1927. N. 1,1927,1927
2341-426X,Frente rojo,Valencia,Comunidad Valenciana,Del 23/2/1937 al 21/1/1939,1937,1939
2253-6035,Gaceta del libro,Valencia,Comunidad Valenciana,Del 03/1935 al 07/1936. Del n. 5 al  n. 21,1935,1936
2171-0058,Gazeta de Valencia,Valencia,Comunidad Valenciana,Del 01/07/1808 al 04/07/1810,1808,1810
2486-4366,Gazeta de la Junta-Congreso del Reyno de Valencia,Valencia,Comunidad Valenciana,26/03/1811. 07/05/1811 ,1811,1811
2173-9633,El Guadalaviar (Valencia),Valencia,Comunidad Valenciana,Del 07/11/1858 al 08/09/1859. Del n. 1 al n. 36,1858,1859
2171-7443,La Hora (Valencia),Valencia,Comunidad Valenciana,Del 16/7/1937 al 30/7/1938,1937,1938
0212-9795,Hora de España (Valencia),Valencia,Comunidad Valenciana,Del 01/1937 al 10/1938,1937,1938
2171-3685,La Ilustración popular económica de Valencia,Valencia,Comunidad Valenciana,Del 1/1/1880 al 20/12/1882,1880,1882
2171-3677,La Ilustración popular económica,Valencia,Comunidad Valenciana,Del 10/08/1869 al 20/12/1879,1869,1879
2172-0010,Información internacional,Valencia,Comunidad Valenciana,Del n. 1 (6/9/1935) al n. 26 (31/12/1935),1935,1935
1131-9437,Levante (Valencia),Valencia,Comunidad Valenciana,De 1999 a 2009,1999,2009
2486-4307,Lucindo,Valencia,Comunidad Valenciana,Del 01/01/1814 al 07/01/1814,1814,1814
2173-4895,Luz católica,Valencia,Comunidad Valenciana,Del 04/01/1900 al 05/02/1903. Del n. 1 al  n. 122,1900,1903
1138-5715,El Mundo del siglo veintiuno (Ed. Valencia),Valencia,Comunidad Valenciana,17/12/2016-,2016,2023
2341-4693,Nosotros (Valencia. 1936),Valencia,Comunidad Valenciana,Del 4/3/1937 al 10/2/1938,1937,1938
2255-1182,Noticia histórica de los principios progreso y erección de la Real Academia de las Nobles Artes ... de San Carlos y relación de los premios ...,Valencia,Comunidad Valenciana,1773,1773,1773
2605-4329,OCEAR (Valencia),Valencia,Comunidad Valenciana,Del 1/9/1937 al 2/1938,1937,1938
2171-3839,El Observador político y militar de España,Valencia,Comunidad Valenciana,Del 01/06/1809 al 15/08/1809,1809,1809
1889-1470,Oro de ley,Valencia,Comunidad Valenciana,Del 25/02/1917 al 30/04/1927,1917,1927
1697-9680,El País (Ed. Comunidad Valenciana),Valencia,Comunidad Valenciana,2014-,2014,2023
2172-0134,El Panorama (Valencia),Valencia,Comunidad Valenciana,Del 15/1/1867 al 30/12/1869,1867,1869
2660-3187,La Pequeña industria,Valencia,Comunidad Valenciana,Del 1/1/1901 al 15/1/1901. Del n. 22 al n. 23,1901,1901
2340-9339,Las Provincias (Ed. L'Horta. 2013),Valencia,Comunidad Valenciana,2014-2020,2014,2020
1578-7834,Las Provincias (Ed. Valencia. Ed. impresa),Valencia,Comunidad Valenciana,De 1999 a 2009. 2014-,1999,2009
1578-7834,Las Provincias (Ed. Valencia. Ed. impresa),Valencia,Comunidad Valenciana,De 1999 a 2009. 2014-,2014,2023
2341-4707,El Pueblo (Valencia. 1894),Valencia,Comunidad Valenciana,Del 12/11/1894 al 12/2/1939,1894,1939
2386-4060,La Razón (Ed. Comunitat Valenciana),Valencia,Comunidad Valenciana,Desde el 1/7/2014 hasta el 11/1/2016,2014,2016
2660-1524,El Rebelde (Carcagente),Carcagente,Comunidad Valenciana,13/5/1911,1911,1911
2792-8969,Rebeldías (Utiel),Utiel,Comunidad Valenciana,Del 5/2/1928 al 28/6/1931,1928,1931
1699-6917,La Reclam (Valencia),Valencia,Comunidad Valenciana,Del 10/07/1921 al 17/01/1926,1921,1926
1699-6984,La Reclam cine,Valencia,Comunidad Valenciana,Del 31/01/1926 al 15/05/1926,1926,1926
1699-6992,La Reclam taurina,Valencia,Comunidad Valenciana,Del 27/02/1926 al 24/10/1931,1926,1931
2253-7082,Revista de Levante,Valencia,Comunidad Valenciana,Del 1/9/1904 al 1/12/1904,1904,1904
2171-6234,Revista moderna (Valencia),Valencia,Comunidad Valenciana,Del 11/10/1914 al 19/10/1914. Del n. 17 al n. 18,1914,1914
2660-2962,El Tio Cavila,Valencia,Comunidad Valenciana,1874. N. 4,1874,1874
2174-6559,La Tribuna (Valencia. 1840),Valencia,Comunidad Valenciana,Del 12/01/1840 al 31/03/1840,1840,1840
2254-7126,La Troná (Valensia),Valencia,Comunidad Valenciana,Del 31/7/1900 al 11/4/1915,1900,1915
2444-2135,Umbral (Valencia),Valencia,Comunidad Valenciana,Del n. 2 (17/7/1937) al n. 61 (14/1/1939),1937,1939
2659-5486,Unidad comunista (Enguera),Valencia,Comunidad Valenciana,1/1979. N. 1,1979,1979
2171-7575,Valencia cómica,Valencia,Comunidad Valenciana,n. 29 (22 jun. 1890) y n. 37 (17 ag. 1890),1890,1890
2341-4774,Verdad (Valencia),Valencia,Comunidad Valenciana,Del 28/7/1937 al 1/11/1938,1937,1938
2341-4782,La Verdad (Valencia. 1838),Valencia,Comunidad Valenciana,Del 1/4/1838 al 17/7/1838,1838,1838
2173-0911,El Volapié (Valencia),Valencia,Comunidad Valenciana,Del n. 1 (14/5/1900) al n. 8 (1/7/1900),1900,1900
2530-3031,La Voz de la sanidad del Ejército de Levante,Valencia,Comunidad Valenciana,Del n. 7 (18/7/1938) al n. 11 (12/1938),1938,1938
2530-3023,La Voz de la sanidad del Ejército de Maniobra,Valencia,Comunidad Valenciana,Del n. 2 (10/3/1938) al n. 6 (31/5/1938),1938,1938
2171-9977,Defensa cristiana católica de la Constitución novísima de España,Valladolid,Castilla y León,Del n. 1 (8/7/1820) al n. 42 (21/4/1821),1820,1821
2386-5024,El Día de Valladolid,Valladolid,Castilla y León,De 2002 a 2009. 2014-,2002,2009
2386-5024,El Día de Valladolid,Valladolid,Castilla y León,De 2002 a 2009. 2014-,2014,2023
